scenario_id,task_id,time_range,moving_object,sweep_region,checked_against,collision_risk,status,notes
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=1.429,gripper_tcp_and_tube_proxy,"x[0.0,430.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[430.0,430.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[430.0,430.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-022,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[430.0,430.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.72,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-170.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-170.0,-170.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-170.0,-170.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-170.0,-170.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.774,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-170.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=1.227,gripper_tcp_and_tube_proxy,"x[0.0,305.0] y[-170.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[-170.0,-170.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-023,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.615,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-145.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-145.0,-145.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.672,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=1.609,gripper_tcp_and_tube_proxy,"x[0.0,455.0] y[-170.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[-170.0,-170.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-024,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[-170.0,-170.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.616,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[-145.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-145.0,-145.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.673,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=1.072,gripper_tcp_and_tube_proxy,"x[0.0,305.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-025,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[305.0,305.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.63,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-145.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-145.0,-145.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-145.0,-145.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.685,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=1.5,gripper_tcp_and_tube_proxy,"x[0.0,455.0] y[10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[10.0,10.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-026,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[455.0,455.0] y[10.0,10.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.583,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.635,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.898,gripper_tcp_and_tube_proxy,"x[0.0,180.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-145.0,-145.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-027,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.557,gripper_tcp_and_tube_proxy,"x[-35.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-35.0,-35.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.612,gripper_tcp_and_tube_proxy,"x[-35.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=1.484,gripper_tcp_and_tube_proxy,"x[-370.0,0.0] y[20.0,275.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-370.0,-370.0] y[275.0,275.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[-370.0,-370.0] y[275.0,275.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-028,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[-370.0,-370.0] y[275.0,275.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.544,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.601,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=1.254,gripper_tcp_and_tube_proxy,"x[0.0,330.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-145.0,-145.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-029,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.561,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[40.0,40.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.616,gripper_tcp_and_tube_proxy,"x[0.0,40.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
